amount,hour_of_day,day_of_week,merchant_category,country,device_type,is_foreign_transaction,distance_from_home_km,num_transactions_last_24h,avg_transaction_amount_30d,account_age_days,is_new_device,card_present,is_fraud,transaction_id
36.48,20,2,entertainment,US,pos_terminal,0,16.03,2,72.25,614,0,1,0,TXN116539
74.8,20,3,electronics,DE,mobile_app,1,10.66,3,92.13,2496,0,0,0,TXN116540
168.94,12,5,grocery,US,mobile_app,0,5.21,1,77.75,1095,0,1,0,TXN116541
74.44,23,1,grocery,IN,mobile_app,1,4.62,1,54.67,2730,0,0,0,TXN116542
68.14,15,1,electronics,US,mobile_app,0,16.4,2,71.62,1430,1,0,0,TXN116543
140.46,13,1,online_retail,US,mobile_app,0,27.3,1,84.44,1356,0,0,0,TXN116544
10.18,8,4,entertainment,GB,web_safari,1,27.3,4,17.75,2434,1,1,0,TXN116545
66.8,13,6,online_retail,US,mobile_app,0,25.37,3,37.56,1496,0,1,0,TXN116546
91.65,11,2,travel,US,mobile_app,0,17.47,3,56.86,1727,0,1,0,TXN116547
48.35,18,4,online_retail,US,web_chrome,0,4.71,3,97.08,1394,0,1,0,TXN116548
43.43,10,0,online_retail,US,mobile_app,0,32.33,1,92.72,1146,0,1,0,TXN116549
15.64,19,5,grocery,US,mobile_app,0,35.3,2,48.95,951,0,0,0,TXN116550
6.25,2,6,grocery,DE,mobile_app,1,12.37,1,48.15,2140,0,0,0,TXN116551
15.96,11,4,electronics,CA,mobile_app,1,6.39,3,81.37,2824,0,1,0,TXN116552
47.92,14,2,fuel,BR,web_chrome,1,25.11,1,131.13,462,0,0,0,TXN116553
7.02,12,4,entertainment,IN,web_chrome,1,2.79,0,36.34,627,0,1,0,TXN116554
92.53,22,2,restaurant,US,mobile_app,0,43.61,3,6.34,1529,0,0,0,TXN116555
315.0,22,1,healthcare,US,mobile_app,0,15.57,1,100.62,487,1,0,0,TXN116556
17.52,18,4,travel,CA,web_chrome,1,5.37,2,95.35,557,0,1,0,TXN116557
177.79,17,1,healthcare,SG,mobile_app,1,48.22,1,68.78,2912,0,1,0,TXN116558
80.86,11,0,online_retail,CA,mobile_app,1,24.68,3,110.45,2111,0,0,0,TXN116559
89.74,10,4,jewelry,US,mobile_app,0,34.79,2,73.25,1750,0,1,0,TXN116560
90.63,10,3,jewelry,DE,mobile_app,1,11.49,2,72.72,1910,0,1,0,TXN116561
196.66,19,0,travel,IN,mobile_app,1,11.34,1,67.77,2095,0,1,0,TXN116562
95.5,16,5,grocery,US,mobile_app,0,7.19,3,108.55,672,0,1,0,TXN116563
107.62,10,5,online_retail,US,mobile_app,0,32.13,1,17.83,343,0,0,0,TXN116564
105.19,9,6,restaurant,US,mobile_app,0,48.36,1,70.81,378,1,1,0,TXN116565
98.05,17,6,travel,CA,mobile_app,1,9.77,1,55.52,116,0,1,0,TXN116566
98.94,18,2,fuel,US,mobile_app,0,29.21,3,21.54,2048,0,1,0,TXN116567
69.32,12,6,online_retail,AU,mobile_app,1,10.47,2,80.49,704,0,0,0,TXN116568
49.48,9,5,entertainment,IN,web_safari,1,14.16,1,6.5,2401,0,1,0,TXN116569
72.23,15,2,fuel,DE,mobile_app,1,29.48,1,77.96,1115,0,1,0,TXN116570
125.91,19,0,electronics,IN,web_chrome,1,9.64,4,121.96,2022,0,1,0,TXN116571
131.61,12,5,restaurant,DE,web_chrome,1,44.99,2,121.38,2519,0,1,0,TXN116572
48.33,17,4,electronics,US,mobile_app,0,12.85,0,95.63,2533,0,1,0,TXN116573
77.51,9,0,online_retail,IN,pos_terminal,1,4.06,2,111.02,838,0,1,0,TXN116574
60.91,18,4,fuel,NG,atm,1,36.09,4,31.5,365,0,0,0,TXN116575
188.53,18,0,travel,US,mobile_app,0,73.14,4,33.76,1573,0,0,0,TXN116576
87.16,12,5,healthcare,US,mobile_app,0,8.24,0,116.1,2549,0,1,0,TXN116577
29.3,22,4,electronics,CA,mobile_app,1,35.1,2,93.11,1552,0,1,0,TXN116578
55.42,23,6,electronics,US,mobile_app,0,25.42,2,105.79,1284,0,0,0,TXN116579
30.97,20,2,utilities,IN,mobile_app,1,46.11,2,120.64,1759,0,1,0,TXN116580
71.78,18,0,healthcare,US,mobile_app,0,5.08,2,121.33,367,0,0,0,TXN116581
133.54,16,3,utilities,FR,web_chrome,1,19.12,2,48.62,722,0,0,0,TXN116582
177.35,21,6,jewelry,CA,mobile_app,1,6.49,2,110.22,1136,0,0,0,TXN116583
258.61,20,3,grocery,GB,mobile_app,1,15.65,3,57.5,971,0,0,0,TXN116584
48.25,19,3,restaurant,AU,web_safari,1,13.96,5,92.98,2981,0,0,0,TXN116585
18.1,16,6,restaurant,US,mobile_app,0,21.31,1,100.9,1305,0,1,0,TXN116586
148.13,20,6,fuel,SG,mobile_app,1,53.54,7,92.91,560,0,0,0,TXN116587
9.06,21,1,travel,US,mobile_app,0,11.08,1,106.66,2567,0,0,0,TXN116588
29.98,11,4,electronics,US,mobile_app,0,1.58,1,96.86,511,1,1,0,TXN116589
150.22,0,2,grocery,DE,mobile_app,1,8.07,1,81.63,1489,0,1,0,TXN116590
26.33,10,1,online_retail,US,mobile_app,0,15.08,0,29.84,1291,0,1,0,TXN116591
80.98,21,6,grocery,US,pos_terminal,0,7.9,3,127.35,1371,0,1,0,TXN116592
73.4,13,6,grocery,US,mobile_app,0,1.45,4,94.15,619,0,1,0,TXN116593
74.71,12,1,restaurant,US,web_chrome,0,42.3,0,86.15,2098,0,1,0,TXN116594
80.26,11,5,fuel,US,mobile_app,0,32.47,6,115.88,1189,0,0,0,TXN116595
268.2,9,5,restaurant,GB,web_chrome,1,25.56,3,124.4,1228,0,0,0,TXN116596
67.9,12,3,utilities,CA,pos_terminal,1,18.67,5,37.93,698,0,1,0,TXN116597
35.54,12,1,online_retail,US,atm,0,3.23,4,128.54,1984,0,0,0,TXN116598
39.83,14,5,healthcare,GB,pos_terminal,1,11.76,1,94.8,2916,0,1,0,TXN116599
73.14,17,2,electronics,CA,web_chrome,1,67.49,1,118.64,480,0,1,0,TXN116600
128.76,18,2,utilities,US,mobile_app,0,1.25,2,50.4,1327,0,1,0,TXN116601
3.57,8,6,healthcare,GB,atm,1,14.13,2,113.03,499,0,1,0,TXN116602
90.91,10,6,fuel,US,mobile_app,0,32.4,5,78.7,2204,0,1,0,TXN116603
110.74,23,6,restaurant,US,pos_terminal,0,9.68,1,60.41,1156,0,1,0,TXN116604
42.82,17,5,entertainment,BR,pos_terminal,1,32.87,1,76.35,2896,0,1,0,TXN116605
49.25,10,3,entertainment,US,pos_terminal,0,53.15,3,76.13,911,0,1,0,TXN116606
70.45,6,0,restaurant,US,web_chrome,0,31.93,2,109.56,564,0,1,0,TXN116607
68.03,12,6,utilities,US,mobile_app,0,19.08,2,112.52,1535,0,1,0,TXN116608
46.43,13,4,travel,IN,atm,1,39.53,0,94.84,381,0,1,0,TXN116609
69.24,20,4,online_retail,AU,mobile_app,1,13.27,2,97.67,1147,0,0,0,TXN116610
71.01,16,6,grocery,US,web_safari,0,53.66,1,41.02,1306,0,0,0,TXN116611
179.61,12,6,travel,AU,mobile_app,1,32.48,3,93.32,459,0,1,0,TXN116612
31.31,6,5,grocery,FR,mobile_app,1,6.47,2,43.09,285,1,1,0,TXN116613
201.47,12,5,electronics,DE,mobile_app,1,25.74,1,53.99,1784,0,1,0,TXN116614
145.23,12,0,fuel,NG,mobile_app,1,34.54,4,77.95,2127,0,1,0,TXN116615
67.84,15,0,restaurant,GB,pos_terminal,1,7.69,1,78.3,1950,0,1,0,TXN116616
100.27,14,4,restaurant,US,mobile_app,0,4.46,1,80.79,2596,0,1,0,TXN116617
63.91,9,3,electronics,US,mobile_app,0,14.87,0,102.49,2647,0,1,0,TXN116618
127.24,16,1,entertainment,US,mobile_app,0,9.54,3,32.95,2571,0,1,0,TXN116619
111.37,9,2,healthcare,US,mobile_app,0,32.62,0,64.21,250,0,0,0,TXN116620
23.46,10,5,utilities,US,web_chrome,0,3.2,3,53.48,802,0,1,0,TXN116621
21.55,9,3,healthcare,US,atm,0,19.09,1,95.46,1123,0,1,0,TXN116622
21.57,14,3,travel,US,web_chrome,0,0.79,2,40.37,2137,0,1,0,TXN116623
57.91,0,0,online_retail,US,web_chrome,0,14.68,2,81.04,2136,0,1,0,TXN116624
124.52,11,1,healthcare,US,mobile_app,0,4.09,0,95.06,1110,0,1,0,TXN116625
103.26,13,2,fuel,CA,atm,1,34.44,2,68.21,1424,0,1,0,TXN116626
181.11,7,2,entertainment,US,web_chrome,0,25.28,4,77.99,1771,0,0,0,TXN116627
82.68,22,5,electronics,FR,pos_terminal,1,1.55,0,40.62,841,0,1,0,TXN116628
57.86,20,6,restaurant,US,web_chrome,0,2.14,2,79.16,1328,0,0,0,TXN116629
21.71,14,0,travel,CA,mobile_app,1,22.14,5,75.21,1715,0,1,0,TXN116630
1136.84,21,0,jewelry,NG,web_chrome,1,354.95,5,101.7,1083,0,0,1,TXN116631
110.23,19,0,electronics,US,web_safari,0,22.01,3,44.1,456,0,0,0,TXN116632
52.7,9,1,entertainment,US,mobile_app,0,26.97,5,98.62,2361,0,1,0,TXN116633
101.7,15,0,entertainment,AU,web_chrome,1,0.46,4,79.72,1084,0,1,0,TXN116634
124.63,8,5,utilities,US,mobile_app,0,15.19,1,112.07,2866,0,0,0,TXN116635
19.39,12,4,electronics,FR,web_safari,1,7.55,0,45.44,909,0,1,0,TXN116636
57.76,9,1,entertainment,US,mobile_app,0,13.66,0,94.87,2414,0,1,0,TXN116637
168.88,12,4,healthcare,GB,mobile_app,1,0.71,2,97.36,2716,0,1,0,TXN116638
32.58,16,6,online_retail,US,mobile_app,0,11.3,1,43.53,186,0,0,0,TXN116639
15.99,17,4,healthcare,CA,web_chrome,1,6.86,0,110.35,178,0,0,0,TXN116640
216.22,19,1,electronics,US,mobile_app,0,14.34,2,81.4,1200,0,1,0,TXN116641
41.1,16,0,travel,DE,mobile_app,1,21.04,3,42.48,1551,1,1,0,TXN116642
140.22,14,3,online_retail,AU,mobile_app,1,40.78,3,120.96,2152,0,1,0,TXN116643
55.55,12,1,restaurant,US,atm,0,51.54,2,127.57,2352,1,0,0,TXN116644
282.09,18,6,online_retail,CA,mobile_app,1,21.88,3,83.67,2378,0,0,0,TXN116645
47.04,7,3,online_retail,US,mobile_app,0,17.81,5,74.35,2453,0,1,0,TXN116646
56.3,17,2,online_retail,DE,atm,1,0.7,2,41.16,1950,0,0,0,TXN116647
58.05,18,0,online_retail,US,mobile_app,0,17.05,4,82.01,2697,0,1,0,TXN116648
57.09,23,1,fuel,IN,mobile_app,1,29.25,2,48.92,2757,0,1,0,TXN116649
129.92,0,3,utilities,US,web_safari,0,29.0,2,56.47,813,0,0,0,TXN116650
78.51,8,0,grocery,US,web_chrome,0,46.76,2,43.0,790,0,1,0,TXN116651
11.53,11,5,electronics,US,mobile_app,0,7.03,0,44.17,2212,0,1,0,TXN116652
42.37,18,2,grocery,AU,pos_terminal,1,45.51,1,78.63,1919,0,1,0,TXN116653
38.73,21,6,restaurant,CA,atm,1,2.02,1,67.45,2392,0,1,0,TXN116654
105.59,8,6,online_retail,CA,web_safari,1,14.71,1,72.81,1100,0,0,0,TXN116655
125.0,9,6,online_retail,IN,web_chrome,1,1.66,3,46.14,1114,0,1,0,TXN116656
128.84,9,0,grocery,US,mobile_app,0,17.62,0,108.04,2655,0,0,0,TXN116657
16.44,11,0,travel,US,mobile_app,0,14.75,4,116.32,2291,0,1,0,TXN116658
12.36,14,0,travel,DE,mobile_app,1,46.66,1,45.31,206,0,0,0,TXN116659
7.1,9,5,fuel,US,web_safari,0,25.93,0,60.09,1240,0,0,0,TXN116660
55.58,17,6,electronics,US,mobile_app,0,22.48,1,137.75,187,0,1,0,TXN116661
57.53,19,0,electronics,US,web_safari,0,1.83,3,57.65,2974,0,1,0,TXN116662
287.58,19,1,restaurant,IN,mobile_app,1,20.99,0,64.01,132,0,1,0,TXN116663
34.86,20,2,online_retail,CA,atm,1,8.77,3,109.08,207,0,1,0,TXN116664
25.96,14,4,travel,US,web_chrome,0,30.97,2,76.2,700,0,0,0,TXN116665
83.79,21,5,entertainment,US,web_chrome,0,25.48,3,116.32,2117,0,1,0,TXN116666
223.39,13,1,travel,US,web_safari,0,9.83,4,144.55,1202,0,0,0,TXN116667
303.27,9,5,utilities,CA,pos_terminal,1,32.86,4,102.88,923,0,1,0,TXN116668
16.72,11,0,utilities,US,mobile_app,0,24.74,2,78.37,1029,0,0,0,TXN116669
46.71,12,4,restaurant,US,mobile_app,0,5.32,3,36.16,82,0,1,0,TXN116670
89.89,19,4,electronics,US,mobile_app,0,25.3,1,28.91,2894,1,1,0,TXN116671
88.83,12,2,fuel,US,mobile_app,0,5.05,0,84.72,1650,0,1,0,TXN116672
81.65,17,5,online_retail,US,mobile_app,0,26.11,3,139.26,1963,0,0,0,TXN116673
61.63,10,0,utilities,US,web_chrome,0,44.05,1,108.17,1114,0,1,0,TXN116674
10.91,16,4,grocery,GB,web_safari,1,8.84,4,9.88,2387,0,0,0,TXN116675
108.1,14,2,online_retail,US,pos_terminal,0,25.21,5,31.71,2490,0,0,0,TXN116676
30.86,17,0,online_retail,FR,mobile_app,1,16.01,3,54.39,2094,0,1,0,TXN116677
38.93,17,4,utilities,US,web_chrome,0,29.34,4,151.3,2892,0,0,0,TXN116678
113.72,11,5,entertainment,CA,mobile_app,1,32.56,1,85.36,767,0,1,0,TXN116679
109.87,12,2,healthcare,US,mobile_app,0,11.02,5,70.52,211,0,1,0,TXN116680
8.53,19,2,entertainment,US,pos_terminal,0,16.87,2,135.36,1408,0,1,0,TXN116681
97.98,12,4,healthcare,BR,atm,1,14.4,2,115.65,2742,0,1,0,TXN116682
32.92,11,3,electronics,IN,pos_terminal,1,8.51,1,44.34,2875,0,1,0,TXN116683
46.26,17,3,healthcare,US,web_safari,0,9.27,3,81.56,794,0,1,0,TXN116684
91.71,12,3,online_retail,FR,web_safari,1,29.53,5,40.76,664,0,1,0,TXN116685
154.21,11,0,grocery,US,web_chrome,0,12.42,1,50.0,1023,0,0,0,TXN116686
65.84,14,6,grocery,US,mobile_app,0,6.58,2,52.31,1915,0,1,0,TXN116687
78.58,10,2,restaurant,US,atm,0,14.52,4,117.01,72,0,1,0,TXN116688
134.24,19,4,entertainment,IN,web_safari,1,37.2,0,47.23,647,0,1,0,TXN116689
54.48,17,1,jewelry,US,mobile_app,0,4.04,1,114.46,220,0,1,0,TXN116690
226.42,21,3,restaurant,US,web_chrome,0,9.61,2,40.8,233,0,1,0,TXN116691
150.47,15,1,jewelry,GB,web_chrome,1,26.72,4,86.96,1177,0,1,0,TXN116692
37.99,19,3,fuel,US,mobile_app,0,12.35,3,65.07,1094,0,1,0,TXN116693
150.12,12,6,entertainment,CA,mobile_app,1,16.98,2,80.36,1582,0,1,0,TXN116694
98.61,20,4,fuel,US,pos_terminal,0,2.28,2,30.15,1165,0,1,0,TXN116695
99.29,11,3,electronics,US,web_chrome,0,13.61,0,51.15,2001,1,0,0,TXN116696
37.48,16,4,electronics,US,web_safari,0,43.74,5,83.04,2290,0,1,0,TXN116697
247.45,18,0,healthcare,IN,web_safari,1,33.38,1,105.8,651,0,1,0,TXN116698
105.56,13,5,online_retail,US,web_chrome,0,17.71,3,34.26,445,0,0,0,TXN116699
20.66,22,1,utilities,IN,mobile_app,1,2.62,1,72.14,1569,0,1,0,TXN116700
18.69,12,4,jewelry,AU,mobile_app,1,22.79,2,101.79,1677,0,1,0,TXN116701
48.94,9,4,restaurant,US,mobile_app,0,7.83,2,92.03,1228,0,1,0,TXN116702
105.54,17,0,fuel,GB,mobile_app,1,14.85,2,85.92,759,0,1,0,TXN116703
13.95,7,2,entertainment,US,web_safari,0,15.77,2,64.96,53,0,1,0,TXN116704
78.08,10,4,utilities,US,web_chrome,0,59.62,0,48.12,2157,1,0,0,TXN116705
30.51,9,3,online_retail,US,web_chrome,0,16.67,1,89.16,36,0,0,0,TXN116706
332.86,16,4,restaurant,CA,mobile_app,1,13.15,2,81.02,1455,0,1,0,TXN116707
79.08,12,5,restaurant,US,mobile_app,0,48.81,3,111.84,771,0,0,0,TXN116708
13.35,10,4,electronics,NG,web_safari,1,15.41,2,68.5,598,0,0,0,TXN116709
39.15,12,2,jewelry,US,pos_terminal,0,15.44,3,107.01,1736,0,1,0,TXN116710
292.98,10,3,utilities,GB,web_chrome,1,30.85,2,103.21,2260,0,1,0,TXN116711
161.27,20,4,grocery,US,web_safari,0,30.05,3,107.12,1475,0,1,0,TXN116712
61.58,7,1,restaurant,BR,web_chrome,1,41.51,3,48.56,709,0,0,0,TXN116713
85.58,17,5,fuel,US,atm,0,22.34,0,93.57,183,0,0,0,TXN116714
23.55,12,5,jewelry,US,mobile_app,0,17.31,1,104.03,2077,0,1,0,TXN116715
78.13,15,5,jewelry,US,mobile_app,0,5.13,3,108.88,1481,0,1,0,TXN116716
85.05,12,1,travel,US,mobile_app,0,28.52,0,53.97,604,0,1,0,TXN116717
35.07,14,2,fuel,FR,mobile_app,1,29.61,1,107.24,2128,0,1,0,TXN116718
25.02,18,4,restaurant,FR,web_chrome,1,20.99,2,63.75,1653,0,1,0,TXN116719
50.95,17,3,jewelry,IN,mobile_app,1,39.14,1,76.66,2934,0,1,0,TXN116720
158.0,3,6,healthcare,FR,mobile_app,1,6.38,2,63.33,2430,0,1,0,TXN116721
82.58,16,3,utilities,US,web_chrome,0,31.77,2,103.35,1089,0,0,0,TXN116722
148.61,14,0,travel,US,mobile_app,0,0.56,0,69.03,301,0,0,0,TXN116723
130.54,18,6,jewelry,US,web_chrome,0,30.99,1,107.0,198,0,1,0,TXN116724
55.07,14,4,grocery,US,web_chrome,0,4.71,1,52.42,2762,0,1,0,TXN116725
106.34,15,4,entertainment,US,mobile_app,0,8.11,2,74.7,1919,0,1,0,TXN116726
108.67,20,1,entertainment,US,mobile_app,0,9.59,2,80.35,2598,0,0,0,TXN116727
30.25,11,6,utilities,AU,mobile_app,1,3.13,2,122.44,1685,0,1,0,TXN116728
102.39,13,2,healthcare,CA,mobile_app,1,3.63,0,84.09,1201,0,1,0,TXN116729
53.81,22,0,electronics,US,pos_terminal,0,8.74,3,66.42,813,0,0,0,TXN116730
55.15,19,3,entertainment,US,web_safari,0,33.51,1,74.86,697,0,0,0,TXN116731
41.98,14,2,healthcare,AU,web_chrome,1,27.08,4,76.72,1270,0,0,0,TXN116732
212.74,12,6,utilities,US,mobile_app,0,32.87,0,91.66,2987,0,1,0,TXN116733
391.98,13,3,utilities,FR,web_safari,1,30.1,1,31.98,105,0,1,0,TXN116734
41.35,19,3,healthcare,US,mobile_app,0,63.15,2,132.9,536,0,1,0,TXN116735
41.11,8,2,electronics,US,web_safari,0,27.13,1,117.96,400,0,1,0,TXN116736
70.22,19,1,utilities,CA,web_chrome,1,17.52,0,71.9,1010,0,0,0,TXN116737
57.75,5,0,jewelry,US,web_chrome,0,18.69,4,22.65,1337,0,1,0,TXN116738
157.95,16,6,electronics,AU,mobile_app,1,6.32,3,54.01,119,0,1,0,TXN116739
148.9,20,6,grocery,AU,web_chrome,1,4.32,3,113.42,1690,0,1,0,TXN116740
56.98,11,4,travel,AU,web_chrome,1,7.05,5,81.01,188,0,0,0,TXN116741
84.19,20,4,restaurant,US,mobile_app,0,37.44,2,110.55,1286,0,0,0,TXN116742
109.36,15,0,healthcare,US,web_chrome,0,23.5,3,-17.5,2345,0,0,0,TXN116743
23.94,12,4,entertainment,IN,mobile_app,1,22.02,2,88.8,1171,0,1,0,TXN116744
100.6,20,5,jewelry,US,web_safari,0,36.73,3,65.95,807,0,0,0,TXN116745
205.2,20,6,healthcare,GB,web_chrome,1,20.42,3,71.18,1920,0,1,0,TXN116746
28.46,18,6,entertainment,IN,pos_terminal,1,8.27,1,80.09,1838,0,0,0,TXN116747
100.94,16,5,utilities,GB,pos_terminal,1,22.47,2,76.22,2625,0,0,0,TXN116748
220.24,20,6,healthcare,DE,web_safari,1,4.42,2,83.12,1815,0,1,0,TXN116749
74.68,19,6,grocery,DE,web_chrome,1,0.98,1,37.9,529,0,1,0,TXN116750
264.41,20,4,jewelry,US,web_chrome,0,30.84,0,133.93,2274,0,1,0,TXN116751
63.35,8,2,travel,GB,mobile_app,1,3.49,2,122.76,769,0,1,0,TXN116752
107.24,13,6,jewelry,US,web_chrome,0,11.67,1,1.94,2592,0,0,0,TXN116753
37.7,19,4,online_retail,BR,mobile_app,1,2.33,4,124.04,356,0,1,0,TXN116754
78.77,22,5,fuel,FR,web_chrome,1,4.2,4,89.43,486,0,1,0,TXN116755
408.56,11,4,travel,CA,pos_terminal,1,923.76,8,93.78,1054,0,0,1,TXN116756
87.71,9,5,jewelry,AU,mobile_app,1,11.97,2,51.62,2771,0,0,0,TXN116757
67.31,17,4,grocery,US,web_chrome,0,26.07,4,115.97,693,0,1,0,TXN116758
72.52,18,1,travel,DE,atm,1,0.6,2,75.6,2413,0,1,0,TXN116759
82.31,12,1,grocery,US,mobile_app,0,22.26,1,98.53,1569,1,1,0,TXN116760
55.82,17,2,electronics,CA,pos_terminal,1,7.62,1,46.91,1027,0,1,0,TXN116761
38.68,14,1,travel,GB,web_chrome,1,12.94,0,87.95,2895,0,0,0,TXN116762
90.21,17,1,travel,GB,atm,1,29.77,3,54.06,830,0,1,0,TXN116763
236.45,18,3,healthcare,SG,mobile_app,1,13.53,1,53.88,92,0,1,0,TXN116764
59.95,5,5,jewelry,US,pos_terminal,0,15.26,0,26.66,2901,0,1,0,TXN116765
33.45,16,4,utilities,CA,mobile_app,1,6.71,0,132.07,1420,0,0,0,TXN116766
102.34,0,5,restaurant,US,pos_terminal,0,14.32,2,18.2,2213,0,1,0,TXN116767
74.86,10,4,entertainment,IN,web_chrome,1,31.23,2,42.07,679,0,1,0,TXN116768
69.64,16,0,restaurant,BR,mobile_app,1,4.51,3,142.08,562,0,1,0,TXN116769
133.05,18,0,restaurant,CA,web_safari,1,30.96,2,97.19,1583,0,1,0,TXN116770
59.12,18,1,healthcare,US,mobile_app,0,1.18,3,82.78,2054,0,1,0,TXN116771
170.52,13,0,grocery,FR,web_chrome,1,9.8,1,133.85,1657,0,0,0,TXN116772
85.87,18,5,utilities,US,web_safari,0,39.21,2,50.09,666,0,1,0,TXN116773
50.37,14,3,grocery,GB,mobile_app,1,21.56,1,53.16,1616,0,1,0,TXN116774
76.85,7,3,jewelry,BR,mobile_app,1,28.88,2,56.11,2851,0,1,0,TXN116775
82.46,10,5,fuel,US,mobile_app,0,7.03,3,51.03,1484,0,1,0,TXN116776
47.95,10,1,utilities,US,pos_terminal,0,0.26,3,56.29,1265,0,0,0,TXN116777
63.95,11,1,utilities,US,web_chrome,0,30.94,2,86.89,1035,0,0,0,TXN116778
261.56,17,1,jewelry,US,web_chrome,0,21.64,1,70.87,857,0,1,0,TXN116779
72.32,17,2,online_retail,US,mobile_app,0,8.25,2,56.68,2858,0,0,0,TXN116780
18.82,9,3,jewelry,US,atm,0,5.19,5,40.27,2304,0,0,0,TXN116781
22.4,16,1,jewelry,US,mobile_app,0,50.95,1,76.65,681,0,1,0,TXN116782
58.68,20,2,electronics,GB,mobile_app,1,21.67,0,27.02,1260,0,1,0,TXN116783
53.53,17,1,jewelry,US,mobile_app,0,31.37,2,62.77,2865,0,0,0,TXN116784
89.72,20,6,electronics,US,web_safari,0,28.21,0,54.07,2449,0,0,0,TXN116785
85.8,12,5,jewelry,US,web_safari,0,1.99,3,90.32,1675,0,1,0,TXN116786
45.18,19,0,jewelry,US,mobile_app,0,44.25,1,50.61,2844,0,0,0,TXN116787
38.94,19,4,online_retail,IN,mobile_app,1,13.79,1,91.11,324,0,0,0,TXN116788
77.34,14,1,restaurant,IN,web_chrome,1,45.0,0,43.07,2556,0,1,0,TXN116789
28.47,11,3,entertainment,US,mobile_app,0,28.02,3,102.24,2256,0,0,0,TXN116790
46.27,14,0,healthcare,GB,web_safari,1,5.08,2,118.39,811,0,1,0,TXN116791
71.37,10,0,utilities,US,pos_terminal,0,25.75,1,80.49,358,0,1,0,TXN116792
77.26,16,1,fuel,US,mobile_app,0,37.6,0,69.55,2791,0,1,0,TXN116793
67.42,23,0,entertainment,DE,web_safari,1,3.48,0,125.84,2317,0,0,0,TXN116794
60.09,21,0,healthcare,IN,mobile_app,1,11.2,0,84.2,2998,0,1,0,TXN116795
111.77,12,6,online_retail,US,mobile_app,0,24.26,2,49.4,1204,0,1,0,TXN116796
62.71,21,2,entertainment,US,mobile_app,0,2.34,3,21.31,2875,0,0,0,TXN116797
63.03,10,6,travel,US,mobile_app,0,14.7,3,127.88,2606,0,1,0,TXN116798
517.64,22,4,jewelry,NG,atm,1,886.88,6,63.01,1770,1,1,1,TXN116799
28.98,15,5,restaurant,US,web_chrome,0,52.94,4,66.43,1191,0,0,0,TXN116800
92.65,13,4,grocery,US,web_safari,0,12.65,2,109.49,824,0,0,0,TXN116801
96.04,12,2,online_retail,GB,web_chrome,1,7.22,5,67.7,1663,0,1,0,TXN116802
30.55,14,1,utilities,US,mobile_app,0,47.41,2,123.97,750,0,1,0,TXN116803
99.66,16,1,restaurant,CA,mobile_app,1,10.0,1,97.37,691,1,1,0,TXN116804
76.41,13,1,fuel,BR,mobile_app,1,3.94,4,81.01,2077,0,1,0,TXN116805
29.85,19,5,entertainment,SG,web_chrome,1,0.63,2,89.95,658,0,1,0,TXN116806
145.35,23,6,entertainment,BR,web_safari,1,18.79,3,54.68,2373,0,0,0,TXN116807
24.3,11,4,entertainment,US,atm,0,28.02,0,51.49,2267,0,0,0,TXN116808
42.44,18,2,grocery,AU,web_chrome,1,27.97,1,68.44,1329,0,0,0,TXN116809
166.22,18,3,online_retail,US,web_safari,0,31.48,1,40.88,549,0,0,0,TXN116810
69.16,12,2,utilities,GB,web_chrome,1,18.36,4,102.68,2980,0,1,0,TXN116811
46.28,9,3,healthcare,US,web_safari,0,7.76,1,121.43,294,0,1,0,TXN116812
58.35,2,0,jewelry,IN,web_chrome,1,18.16,1,78.44,727,0,1,0,TXN116813
108.01,20,6,online_retail,US,mobile_app,0,13.01,1,82.84,866,0,1,0,TXN116814
29.35,22,5,electronics,US,mobile_app,0,36.61,1,77.69,2840,0,1,0,TXN116815
48.22,18,4,travel,DE,mobile_app,1,4.12,2,18.46,152,0,1,0,TXN116816
24.44,19,0,grocery,IN,mobile_app,1,15.77,0,58.69,2355,0,1,0,TXN116817
235.63,22,1,fuel,US,pos_terminal,0,19.57,1,134.6,865,1,0,0,TXN116818
67.44,9,3,fuel,US,web_chrome,0,15.95,2,45.39,140,0,1,0,TXN116819
81.88,17,3,grocery,SG,web_chrome,1,7.26,5,48.56,1114,0,0,0,TXN116820
118.46,17,0,online_retail,US,pos_terminal,0,4.47,3,66.42,119,0,1,0,TXN116821
160.23,19,6,fuel,US,mobile_app,0,21.64,2,45.25,99,1,1,0,TXN116822
39.01,9,6,entertainment,US,mobile_app,0,48.64,2,94.36,1244,0,1,0,TXN116823
88.87,19,4,jewelry,CA,web_safari,1,6.45,2,96.07,290,0,1,0,TXN116824
43.92,9,5,electronics,GB,mobile_app,1,26.11,4,88.67,2511,0,0,0,TXN116825
955.33,11,1,electronics,SG,web_safari,1,446.52,7,69.42,922,1,0,1,TXN116826
154.8,10,4,online_retail,US,web_chrome,0,24.4,1,105.99,2635,0,1,0,TXN116827
432.84,12,1,jewelry,SG,mobile_app,1,551.07,6,65.22,457,1,0,1,TXN116828
124.72,18,1,fuel,US,mobile_app,0,12.39,1,91.96,1371,0,1,0,TXN116829
101.09,12,3,entertainment,US,web_chrome,0,57.2,3,74.75,885,0,0,0,TXN116830
41.2,0,0,fuel,GB,mobile_app,1,6.85,2,106.69,2780,0,0,0,TXN116831
